track_name,emotion,album,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Abhi Mujh Mein Kahin,4,Agneepath (Original Motion Picture Soundtrack),73y649QhnXdcm6fRdvfraO,0.334,0.387,2,-9.483,1,0.0332,3.94E-05,0.113,0.42,129.959,364787,1
"Suraj Hua Maddham (From ""Kabhi Khushi Kabhie Gham"")",4,Sonu Nigam: Best of Me,2bTOQ3zfHVDEBX9ffy3JzR,0.633,0.691,5,-5.851,1,0.0557,0.000211,0.134,0.57,80.002,427547,4
Tumhi Dekho Naa,4,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),2ILhVeTkbDAYEvesCCBsNo,0.525,0.448,2,-10.365,0,0.0391,1.51E-05,0.107,0.356,81.131,347453,4
E Ajnabi,4,Dil Se,76oggx0MlhUap9kPZGUplW,0.721,0.351,11,-11.438,0,0.0378,0,0.0972,0.457,121.953,349267,4
O Paalanhaare,4,Lagaan (Original Motion Picture Soundtrack),5wPr9KuSfGBwGCi6NgJoVv,0.461,0.336,2,-10.632,1,0.0423,0,0.294,0.176,81.846,318947,4
Khoon Chala,4,Rang De Basanti (Original Motion Picture Soundtrack),56y6UhrAnXeSovZIE497DL,0.397,0.247,1,-13.358,0,0.0427,0,0.108,0.121,122.119,189280,4
Luka Chuppi,4,Rang De Basanti (Original Motion Picture Soundtrack),500H9ENeR5AYbKU1ScK6ME,0.601,0.441,4,-8.946,1,0.0285,1.08E-06,0.0986,0.202,103.862,396507,4
Jo Bhi Main,4,Rockstar,2WNF8CtXFSyy3StvXzvY92,0.56,0.572,11,-7.54,0,0.0292,1.34E-05,0.119,0.4,135.955,275515,4
Kun Faaya Kun,4,Rockstar,1RORoJPX4mglFFtg1OPl17,0.372,0.381,1,-11.022,1,0.0337,0,0.0902,0.567,87.542,472530,4
Aur Ho,4,Rockstar,4WFvHssoOo59IwJGxJvHru,0.259,0.364,0,-8.426,1,0.0331,0,0.113,0.154,153.374,334421,4
Nadaan Parindey,4,Rockstar,2oWvInYdalgHyyNY0Q4t7w,0.525,0.749,6,-7.485,0,0.0585,3.68E-06,0.107,0.496,132.971,386012,4
Hasi - Female Version,4,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),1cmZbGkCEVVAck2MsWpPYQ,0.52,0.485,4,-6.438,0,0.0269,0.000466,0.159,0.407,143.901,192187,4
Song: Silsila Ye Chahat Ka,4,"Devdas - An Adaptation Of Sarat Chandra Chattopadhyay's ""Devdas""",5n7KWx7UkcKJUB8GvJCYqj,0.556,0.516,0,-10.913,1,0.0694,0,0.407,0.337,138.698,240707,4
Bin Tere,4,I Hate Luv Storys (Original Motion Picture Soundtrack),3bZPdEskcnMdepwCaDSJRl,0.585,0.698,9,-6.261,1,0.0392,3.59E-06,0.363,0.621,139.831,330360,4
"Dooriyan (From ""Love Aaj Kal"")",4,Love Aaj Kal,4peiaLdhDgUgQ646Gpbvh3,0.517,0.716,7,-6.582,0,0.0509,0,0.11,0.594,122.952,337360,4
Kahin To,4,Jaane Tu... Ya Jaane Na,3E424W0IJS3ypZ4YOxE0Jn,0.61,0.492,10,-7.55,1,0.0261,6.30E-06,0.0979,0.165,90.984,303206,4
"Main Jahaan Rahoon (From ""Namastey London"")",4,Namastey London,1SPjyXQvDjvPA3hYhHvsO1,0.584,0.556,5,-8.98,1,0.0514,2.90E-05,0.13,0.517,103.739,382493,4
Tum Se Hi,4,Jab We Met,7eQl3Yqv35ioqUfveKHitE,0.609,0.538,6,-7.842,1,0.0273,0,0.125,0.608,130.015,321225,4
"Viraaniya (From ""Namastey London"")",4,Namastey London,6HXiHNDPK9cofTPCb4hMeO,0.653,0.522,11,-10.144,0,0.0428,0,0.254,0.565,110.032,343667,4
Mitwa,4,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),4BTPzhEsyW3blWcxcuhLM0,0.63,0.63,4,-7.525,1,0.0364,1.26E-05,0.0934,0.517,107.103,382973,4
Dil Ibaadat,4,Tum Mile (Original Motion Picture Soundtrack),3Kl8p2PxVf8eAayLwTxOIm,0.59,0.859,2,-5.005,0,0.0416,0,0.286,0.634,149.966,329387,4
See You Again (feat. Charlie Puth),4,Furious 7: Original Motion Picture Soundtrack (Deluxe),00SNGvA3aGn5uE2uGGhOJR,0.689,0.481,10,-7.503,1,0.0815,1.03E-06,0.0649,0.283,80.025,229526,4
"Shayad (From ""Love Aaj Kal"")",4,"Shayad (From ""Love Aaj Kal"")",018eOid2aGaPdxon7T6GsC,0.487,0.456,8,-7.144,1,0.0319,1.79E-06,0.141,0.348,136.088,247941,4
Humdard,4,Ek Villain,1OEmd2iXU8pWG7CrKNpGUg,0.572,0.541,5,-6.45,1,0.0245,0,0.111,0.266,87.01,260590,4
Phir Bhi Tumko Chaahunga,4,Half Girlfriend,35P2Xal9x3GAdOHytyEUFe,0.527,0.525,1,-8.106,1,0.0337,1.41E-05,0.172,0.257,99.638,351588,4
"Bolna (From ""Kapoor & Sons (Since 1921)"")",4,"Bolna (From ""Kapoor & Sons (Since 1921)"")",3GrCQPpKqKzOcKfMAoqn82,0.488,0.403,5,-7.005,1,0.0272,4.28E-06,0.434,0.497,131.489,212832,3
Hawayein,4,Jab Harry Met Sejal (Original Motion Picture Soundtrack),0l6g8Z8mqGbGXFOjigYetD,0.606,0.601,2,-5.576,1,0.0283,0.000511,0.127,0.453,125.961,289999,4
Yeh Fitoor Mera,4,Fitoor,3hp6JfJIxkv3sl7E6p7DQj,0.449,0.421,4,-8.92,1,0.0272,0.000108,0.11,0.203,163.747,283070,3
Channa Mereya,4,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],0H2iJVgorRR0ZFgRqGUjUM,0.476,0.788,9,-4.821,0,0.0446,2.49E-05,0.106,0.746,90.066,289333,4
Yaariyan (reprise),4,Cocktail,2pvaCuTrMVS6byOHCIQyHj,0.578,0.286,10,-9.431,1,0.0298,1.07E-05,0.116,0.205,75.05,313600,4
"Ashq Na Ho (From ""Holiday"")",4,Best of Bollywood: Arijit Singh,1plOkuDLCiVDjugyQDcaUq,0.438,0.376,4,-6.292,0,0.0329,0,0.0924,0.344,173.944,353103,4
Maa,4,Taare Zameen Par,4SuA85PaD8GFTPYwKNYDe1,0.392,0.256,0,-13.147,1,0.0369,9.46E-05,0.0462,0.154,67.609,310665,4
Tujh Mein Rab Dikhta Hai,4,Rab Ne Bana Di Jodi (Original),2LcXJP95e4HKydTZ2mYfrx,0.56,0.604,8,-8.732,1,0.0866,1.12E-06,0.176,0.75,84.784,281574,4
Kabira,4,Yeh Jawaani Hai Deewani,4bD9z9qa4qg9BhryvYWB7c,0.59,0.555,2,-6.861,1,0.0271,0,0.192,0.191,84.027,223460,4
Piya Aaye Na,4,Aashiqui 2,1ELMyeJLDHUz3cK3XTWgEi,0.5,0.588,4,-7.66,0,0.0362,4.52E-05,0.327,0.35,81.973,286120,4
Tujhe Sochta Hoon,4,Jannat 2 (Original Motion Picture Soundtrack),47l2Dd3XPBLio3kjbEMyDJ,0.579,0.712,0,-6.119,0,0.0308,0.000253,0.18,0.486,80.998,313933,4
Tu Hi Meri Shab Hai,4,Gangster,4IGfpRPTnhzZyL74Ilubrb,0.568,0.726,9,-6.087,0,0.0366,0.000764,0.122,0.564,118.842,387947,4
Jaane Kyon Log Pyar,4,Dil Chahta Hai,2NouPVwXUlBF0wDm5bpAbp,0.607,0.526,4,-9.111,1,0.066,0.00173,0.227,0.341,190.019,289387,4
"Kya Karoon? (From ""Wake Up Sid "")",4,Best of SEL,1FRcg84SSGxJTsIR16z4AU,0.594,0.548,9,-7.588,0,0.0267,0.00146,0.117,0.374,98.014,236160,4
Haule Haule,4,Rab Ne Bana Di Jodi (Original),2UKK9UEbKlykbmLVP1zWIQ,0.712,0.776,5,-7.424,0,0.213,2.17E-06,0.0896,0.96,89.934,263967,4
"Arey Pyaar Kar Le (From ""Shubh Mangal Zyada Saavdhan"")",4,"Arey Pyaar Kar Le (From ""Shubh Mangal Zyada Saavdhan"")",6lhxjnUslxxVuDu8JD1Fhd,0.746,0.925,9,-3.627,1,0.0694,5.64E-05,0.29,0.924,131.975,164602,4
Yaad Piya Ki Aane Lagi,4,Yaad Piya Ki Aane Lagi,0TkquWzzuxcrwbCWlTrKYF,0.858,0.833,5,-3.747,0,0.0471,0,0.112,0.693,107.977,256678,4
Judai,4,Jannat (Original Motion Picture Soundtrack),7LGgRybx6vnACSRnYcGmMl,0.677,0.837,8,-4.814,0,0.0646,0.0013,0.115,0.829,111.934,302400,4
Lambi Judai,4,Jannat (Original Motion Picture Soundtrack),3mFDF0ulC4tyOFC4bB67Kd,0.649,0.792,5,-5.576,0,0.0453,0.028,0.0646,0.733,112.086,288040,4
"Deewani Mastani (From ""Bajirao Mastani"")",4,Bajirao Mastani (Original Motion Picture Soundtrack),7IP72Pw6reOTDZrpLVtOFT,0.531,0.865,1,-3.389,0,0.0536,0,0.22,0.582,79.97,340232,4
"Main Jahaan Rahoon (From ""Namastey London"")",4,Namastey London,26q5bMeoH7C2K3Xye5QKnH,0.584,0.556,5,-8.98,1,0.0514,2.90E-05,0.13,0.517,103.739,382493,4
"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",4,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",79jYT83v4bMOWEgwjQxSx2,0.495,0.654,3,-6.639,0,0.0679,0,0.165,0.35,123.896,269032,4
"Channa Mereya (From ""Ae Dil Hai Mushkil"")",4,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",1plFCZ6QFAjSRutT02GTCn,0.476,0.788,9,-4.821,0,0.0448,2.64E-05,0.106,0.747,90.066,289333,4
Pehla Nasha,4,Jo Jeeta Wohi Sikandar (Original Motion Picture Soundtrack),1VrheK4CdhX74nrOSNIFtH,0.458,0.34,5,-14.309,1,0.0333,2.01E-05,0.0799,0.516,151.979,291400,4
Ni Main Samajh Gayee,0,Taal (Original Motion Picture Soundtrack),7wJphnipgpptcsRk6Aur3w,0.793,0.502,7,-14.127,1,0.0492,0,0.237,0.589,101.001,269816,4
